ccode,year,oof_amt,oof_adj,oda_amt,oda_adj,vof_amt,vof_adj
101,2006,1673310071.70889,1673310071.70889,0,0,0,0
101,2007,7197057531.53639,7197057531.53639,0,0,0,0
101,2008,0,0,0,0,0,0
101,2009,8261055265.511346,8261055265.511346,0,0,0,0
101,2010,29290921624.790733,29290921624.790733,0,0,0,0
101,2011,4919520725.3651,4919520725.3651,0,0,0,0
101,2012,5283556010.666302,5283556010.666302,1861139.02110777,1861139.02110777,7044741347.555061,7044741347.555061
101,2013,16250494570.846745,16250494570.846745,0,0,0,0
101,2014,6854026577.649945,6854026577.649945,3593585.47316028,3593585.47316028,0,0
101,2015,22445511391.579018,22445511391.82635,46013298.352737,46013298.352737,0,0
101,2016,2597769918.38862,2597769918.38862,0,0,0,0
101,2017,0,0,0,0,0,0
110,2005,8246886.72853376,8246886.72853376,217023.334961414,217023.334961414,0,0
110,2010,0,0,76223444.7354336,76223444.7354336,0,0
110,2011,40903680.3375145,40903680.3375145,10802438.80149943,10802438.80149943,0,0
110,2012,82188649.0548091,82188649.0548091,188920449.0703406,188920449.0703406,0,0
110,2013,0,0,733839.025688642,733839.025688642,0,0
110,2018,0,0,53373381.24347023,53373381.24347023,0,0
110,2019,0,0,38209061.76919854,38209061.76919854,0,0
110,2020,32246324.9610174,32246324.9610174,5717499.984454363,5717499.984454363,0,0
110,2021,210000000,210000000,592134.292565947,592134.292565947,0,0
115,2002,52681610.8387074,52681610.8387074,0,0,0,0
115,2004,98717517.6822128,98717517.6822128,0,0,0,0
115,2008,214204322.033841,214204322.033841,87744567.657363,87744567.657363,0,0
115,2014,27699522.68984037,27699522.68984037,1257754.91560609,1257754.91560609,0,0
115,2015,251835169.27403694,251835169.27797106,30532723.9806381,30532723.9806381,0,0
115,2016,188232720.3394926,10536318.62808259,315274803.73170984,315274803.73170984,0,0
115,2017,283996592.54411155,113467951.518779,418709.2565651437,418709.2565651437,0,0
115,2018,156991618.455943,0,12869860.457769487,12869860.457769487,32695492.4363603,32695492.4363603
115,2019,160912058.172981,0,265359158.543292,265359158.543292,0,0
115,2020,161860435.128608,0,0,0,0,0
115,2021,155038759.689922,0,1846511.6279069767,1846511.6279069767,0,0
130,2009,1502010048.27479,1502010048.204621,4716107.632343593,4716107.632343593,0,0
130,2010,4194538385.249643,4194538385.249643,377864.031786446,377864.031786446,0,0
130,2011,4394374140.865817,4394374140.789293,308054.164628645,308054.164628645,0,0
130,2012,2349626462.484407,2349626462.501058,12044961.135619368,12044961.135619368,0,0
130,2013,3735336874.940279,3735336875.0925617,97979200.71021198,97979200.71021198,0,0
130,2014,4885659936.699701,4885659936.684325,97036897.03295393,97036897.03295393,27677380.7852122,27677380.7852122
130,2015,67336534.1747371,67336534.1747371,64004581.73245864,64004581.73245864,13467306.8349474,13467306.8349474
130,2016,3323279314.2164793,3323279314.198222,30162330.25432844,30162330.25432844,7941459.46365534,7941459.46365534
130,2017,220188775.04356682,220188775.04356682,101002497.5021831,101002497.5021831,0,0
130,2018,987766390.374423,987766390.374423,80069338.257744,80069338.257744,59941736.133327186,59941736.133327186
130,2019,0,0,186131450.88723975,186131450.88723975,0,0
130,2020,0,0,61879197.231446855,61879197.231446855,0,0
130,2021,0,0,12607570,12607570,0,0
135,2003,0,0,2923276.48845424,2923276.48845424,0,0
135,2004,0,0,0,0,0,0
135,2007,4731036.6873655,4731036.6873655,9055645.35212313,9055645.35212313,0,0
135,2008,0,0,5996846.448662242,5996846.448662242,0,0
135,2009,0,0,76952.8051897557,76952.8051897557,0,0
135,2010,2785453871.59248,2785453871.59248,3735681.1123663224,3735681.1123663224,0,0
135,2011,221378432.6414293,221378432.6414293,2473705.5089950035,2473705.5089950035,0,0
135,2012,41094324.5274045,41094324.5274045,13913030.345968632,13913030.345968632,97452255.3078451,97452255.3078451
135,2013,496336082.9635265,496336082.9635265,3974423.0048790337,3974423.0048790337,0,0
135,2014,7943408285.3558855,7943408285.3558855,24912679.348874424,24912679.348874424,0,0
135,2015,170585886.57600072,170585886.57600072,3576690.2059927047,3576690.2059927047,0,0
135,2016,29520112.7089616,29520112.7089616,20313726.38014858,20313726.38014858,0,0
135,2017,589769592.6873208,589769592.6873208,16326456.373376518,16326456.373376518,0,0
135,2018,0,0,1291166.79330682,1291166.79330682,0,0
135,2019,1029934227.1579161,1029934227.1579161,0,0,0,0
135,2020,3151714020.7372184,3151714020.7372184,11290151.047451295,11290151.047451295,0,0
135,2021,333333333,333333333,39134333.593608245,39134333.593608245,0,0
140,2005,218108451.636222,218108451.636222,0,0,0,0
140,2006,0,0,0,0,0,0
140,2007,2259876064.902424,2259876064.902424,0,0,0,0
140,2008,121966873.755924,121966873.755924,0,0,0,0
140,2009,11782434378.688812,11782434378.688812,0,0,0,0
140,2010,2289643082.449009,2289643082.449009,0,0,0,0
140,2011,825386255.0333415,825386255.0333415,122988.018134127,122988.018134127,0,0
140,2012,3021823836.9433002,3021823836.9433002,0,0,0,0
140,2013,232791076.9842375,232791076.9842375,0,0,0,0
140,2014,934440080.8630316,934440080.8630316,0,0,0,0
140,2015,9134090851.976934,9134090851.976934,0,0,56113778.4789476,56113778.4789476
140,2016,8460701663.060355,8460701663.060355,0,0,1180804508.35846,1180804508.35846
140,2017,6439351931.5611515,6439351931.5611515,0,0,0,0
140,2018,2296115434.321095,2296115434.321095,0,0,75417602.55320434,75417602.55320434
140,2019,2857684578.5844336,2857684578.5844336,607309.54229506,607309.54229506,50560407.5517962,50560407.5517962
140,2020,144719113.4034056,144719113.4034056,656830.2905586947,656830.2905586947,55841850.1193699,55841850.1193699
140,2021,1903076923,1903076923,190160,190160,0,0
145,2007,0,0,4588124.176354455,4588124.176354455,0,0
145,2010,347539686.831658,347539686.831658,57815192.7619765,57815192.7619765,0,0
145,2011,78192616.8312487,78192616.8312487,19334305.0377812,19334305.0377812,0,0
145,2015,552608490.460676,552608490.460676,9820466.77739824,9820466.77739824,5611377.84789476,5611377.84789476
145,2016,681630450.954316,681630450.954316,64977267.07550059,64977267.07550059,0,0
145,2017,456480323.493346,456480323.493346,25814843.10560403,25814843.10560403,0,0
145,2018,0,0,57674008.9507915,57674008.9507915,0,0
145,2019,0,0,0,0,0,0
145,2020,0,0,202542.59875426796,202542.59875426796,0,0
145,2021,0,0,73179500.5,73179500.5,0,0
155,2005,0,0,0,0,0,0
155,2006,670543198.134712,670543198.134712,0,0,0,0
155,2007,0,0,0,0,0,0
155,2008,152458592.194905,152458592.194905,0,0,0,0
155,2010,104454520.184718,104454520.184718,5264507.8173097875,5264507.8173097875,0,0
155,2011,28697203.8213363,28697203.8213363,0,0,0,0
155,2013,58657900.7138714,58657900.7138714,0,0,0,0
155,2014,0,0,0,0,0,0
155,2015,52522496.6562949,52522496.6562949,897820.4556631609,897820.4556631609,7855928.98705266,7855928.98705266
155,2016,0,0,0,0,0,0
155,2017,228116861.5638715,228116861.5638715,1152338.15702097,1152338.15702097,0,0
155,2018,3241213150.191172,3241213150.191172,0,0,0,0
155,2019,1099306852.2833977,1099306852.2833977,0,0,0,0
155,2020,81401446.70490721,81401446.70490721,0,0,40206132.0859463,40206132.0859463
155,2021,588226567.23529,588226567.23529,0,0,0,0
160,2007,154894997.6142177,154894997.6142177,0,0,53977931.486523,53977931.486523
160,2009,0,0,0,0,0,0
160,2010,657435864.3379196,657435864.3379196,0,0,41781808.0738872,41781808.0738872
160,2011,246821640.38693666,246821640.38693666,0,0,0,0
160,2012,2772065605.157434,2772065605.157434,0,0,93929884.6340676,93929884.6340676
160,2013,4051117.77079396,4051117.77079396,0,0,0,0
160,2014,8464611142.856035,8464611142.841263,0,0,0,0
160,2015,12632461562.017143,10096995594.253899,16834133.5436842,16834133.5436842,0,0
160,2016,13172334221.462294,733586101.6635935,29520.1127089616,29520.1127089616,88560338.126885,88560338.126885
160,2017,14403289903.462496,2466285031.6891956,41772258.1920103,41772258.1920103,0,0
160,2018,21921727754.307095,10386925964.060057,0,0,0,0
160,2019,22467198314.730076,1196596312.0591762,0,0,56178230.6131069,56178230.6131069
160,2020,21191115831.911537,149259265.1924356,13347435.43691542,13347435.43691542,0,0
160,2021,20235967330.9699,80928571.28,5342000,5342000,15258729.49095498,15258729.49095498
165,2010,13927269.3579624,13927269.3579624,0,0,0,0
165,2016,0,0,15620935.825841889,15620935.825841889,22789527.0113184,22789527.0113184
165,2018,13024794.336898051,13024794.336898051,0,0,0,0
165,2019,179770.337961942,179770.337961942,0,0,0,0
165,2020,209303.4524784374,209303.4524784374,0,0,0,0
165,2021,3000000,3000000,0,0,20000000,20000000
339,2009,0,0,0,0,0,0
339,2010,0,0,1420581.474512165,1420581.474512165,0,0
339,2011,0,0,1902496.75988439,1902496.75988439,0,0
339,2012,0,0,93056.9510553887,93056.9510553887,0,0
339,2013,0,0,0,0,0,0
339,2014,0,0,0,0,0,0
339,2015,0,0,1785539.4140724,1785539.4140724,0,0
339,2016,0,0,1948893.773428291,1948893.773428291,0,0
341,2010,66009685.8489986,66009685.8489986,0,0,0,0
341,2013,52340896.0216083,52340896.0216083,3577465.25023212,3577465.25023212,0,0
341,2014,1045088488.14014,1045088488.14014,0,0,0,0
341,2018,24432027.7245523,24432027.7245523,681524.9838954082,681524.9838954082,44684892.8120102,44684892.8120102
341,2019,0,0,0,0,0,0
343,2002,233629775.04165673,233629775.04165673,15098762.6422349,15098762.6422349,0,0
343,2009,0,0,1099325.78842508,1099325.78842508,0,0
343,2013,883725311.6283121,883725311.6283121,0,0,0,0
343,2015,0,0,286276.054476425,286276.054476425,0,0
343,2019,201898462.687809,201898462.687809,5010044.8717060285,5010044.8717060285,0,0
343,2020,26778705.3981524,26778705.3981524,474071.22711256094,474071.22711256094,0,0
346,2012,528005156.501329,528005156.501329,314829.295990327,314829.295990327,0,0
346,2015,0,0,0,0,0,0
346,2016,338565227.451569,338565227.451569,0,0,0,0
346,2017,797877329.586322,797877329.586322,6480088.35896265,6480088.35896265,0,0
346,2018,0,0,0,0,0,0
346,2019,0,0,0,0,0,0
346,2021,222834120,222834120,1838058.8235294118,1838058.8235294118,244588235.294117,244588235.294117
355,2000,1550075.00362025,1550075.00362025,0,0,0,0
355,2001,51925204.89708475,51925204.902463004,0,0,0,0
355,2004,0,0,0,0,0,0
355,2005,1346038.2671751815,1346038.2671751815,0,0,0,0
355,2007,141931.100620965,141931.100620965,0,0,0,0
355,2009,0,0,0,0,10432900.2871097,10432900.2871097
355,2010,943.018434028267,943.018434028267,0,0,0,0
355,2011,162457296.65170726,162457296.65170726,0,0,0,0
355,2012,194905821.91491532,194905821.91491532,0,0,0,0
355,2015,0,0,0,0,0,0
355,2016,174669620.719951,174669620.719951,0,0,26118821.7898992,26118821.7898992
355,2017,0,0,0,0,168934433.5351092,168934433.5351092
355,2018,102464403.746309,102464403.746309,0,0,385768858.808721,385768858.808721
355,2019,0,0,0,0,0,0
355,2020,95192488.10740657,95192488.10740657,0,0,0,0
359,2009,0,0,7695280.51897556,7695280.51897556,0,0
359,2014,0,0,6904370.322964907,6904370.322964907,0,0
359,2015,0,0,10713236.4844344,10713236.4844344,0,0
359,2016,0,0,0,0,0,0
359,2018,0,0,0,0,0,0
359,2019,0,0,0,0,0,0
360,2000,1283228.36439764,1283228.36439764,0,0,0,0
360,2001,1518963.6675173,1518963.6675173,0,0,0,0
360,2002,1509876.26422349,1509876.26422349,0,0,0,0
360,2003,26379.8469088299,26379.8469088299,0,0,0,0
360,2004,291539471.601489,291539471.601489,0,0,0,0
360,2005,1324335.93367904,1324335.93367904,0,0,0,0
360,2006,0,0,0,0,0,0
360,2009,1099325.78842508,1099325.78842508,0,0,0,0
360,2010,0,0,0,0,0,0
360,2011,0,0,0,0,0,0
360,2013,78337315.9922626,78337315.9922626,0,0,131801142.3785753,131801142.3785753
360,2014,63629286.0776798,63629286.0776798,0,0,0,0
360,2015,23925.1989026967,23925.1989026967,0,0,53521175.4021142,53521175.4021142
360,2016,0,0,0,0,0,0
360,2017,0,0,0,0,0,0
360,2018,0,0,0,0,0,0
360,2019,35953066.657215,35953066.657215,0,0,0,0
360,2020,145980534.03074065,145980534.03074065,0,0,0,0
360,2021,0,0,0,0,0,0
365,2002,499890980.40073,499890980.40073,0,0,0,0
365,2003,762000737.9904052,762000737.9904052,0,0,0,0
365,2004,2979574.646551523,2979574.646551523,0,0,0,0
365,2005,14247165842.635487,14247165842.635487,0,0,0,0
365,2006,8330991249.552481,8330991249.552481,0,0,0,0
365,2007,76558699.49171841,76558699.49171841,0,0,0,0
365,2008,55429588.1622251,55429588.1622251,0,0,0,0
365,2009,40132797373.33282,40132797373.33282,0,0,0,0
365,2010,2055636554.9401846,2055636554.9401846,0,0,0,0
365,2011,2602836211.8292356,2602836211.8292356,0,0,0,0
365,2012,1915727444.2566607,1915727444.2566607,0,0,0,0
365,2013,43322819337.48122,43322819337.48122,0,0,0,0
365,2014,3816748018.651302,3816748018.651302,0,0,0,0
365,2015,8179035072.627672,8179035072.627712,0,0,237855276.42741328,237855276.42741328
365,2016,20572441739.770294,20570664775.751945,0,0,0,0
365,2017,4675935816.546701,4521948453.7023,0,0,0,0
365,2018,1005718945.1361446,858897396.6357017,0,0,1977394592.59856,1977394592.59856
365,2019,2076959649.1506236,2076959649.1506236,0,0,0,0
365,2020,5480277574.246726,5480277574.246726,0,0,0,0
365,2021,7541179590.58823,7541179590.58823,0,0,0,0
369,2001,2430341.868027681,2430341.868027681,0,0,0,0
369,2002,952339.354896327,952339.354896327,0,0,0,0
369,2006,1661727.96192293,1661727.96192293,6511038.0290677,6511038.0290677,0,0
369,2007,0,0,0,0,0,0
369,2008,0,0,0,0,0,0
369,2009,0,0,769528.051897557,769528.051897557,0,0
369,2010,0,0,0,0,0,0
369,2011,168645960.8488217,168645960.8488217,15219974.0790751,15219974.0790751,0,0
369,2012,1761185336.88876,1761185336.88876,1423771.35114744,1423771.35114744,0,0
369,2013,0,0,3669195.12844321,3669195.12844321,0,0
369,2014,0,0,16440653.53970822,16440653.53970822,0,0
369,2015,981147130.5090626,981147130.5294465,1785539.4140724,1785539.4140724,0,0
369,2017,0,0,115233.815702097,115233.815702097,0,0
369,2018,324889054.970909,324889054.970909,0,0,0,0
369,2019,101423601.045074,101423601.045074,169472253.3434032,169472253.3434032,0,0
369,2021,0,0,0,0,0,0
370,2000,1550075.00362025,1550075.00362025,0,0,0,0
370,2001,3017445.32089597,3017445.32089597,0,0,0,0
370,2002,3019752.52844699,3019752.52844699,0,0,0,0
370,2003,1534720.15643847,1534720.15643847,0,0,0,0
370,2004,1375904.71718143,1375904.71718143,0,0,0,0
370,2005,399756982.998926,399756982.998926,115217226.23007625,115217226.23007625,0,0
370,2006,0,0,0,0,0,0
370,2008,545100450.533663,545100450.533663,43872283.8286815,43872283.8286815,0,0
370,2009,756487166.406934,756487166.406934,0,0,13668291.4393006,13668291.4393006
370,2010,1264716705.389614,1264716705.389614,6127998.51750345,6127998.51750345,83563616.1477744,83563616.1477744
370,2011,1301384120.6355677,1301384120.6355677,0,0,3972512.98573232,3972512.98573232
370,2012,733554239.976435,733554239.976435,0,0,409101883.5896212,409101883.5896212
370,2013,580425756.3542285,580425756.3542285,45864939.1055401,45864939.1055401,0,0
370,2014,32936083.1344025,32936083.1344025,0,0,0,0
370,2015,907310832.1370844,907310832.1410195,58744246.722982086,58744246.722982086,282137887.51023674,282137887.51023674
370,2016,1653126311.70185,1653126311.70185,71839101.28388889,71839101.28388889,0,0
370,2017,307887470.4836484,307887470.4836484,95552313.42572473,95552313.42572473,0,0
370,2018,54492487.3939338,54492487.3939338,936818701.3336315,936818701.3336315,0,0
370,2019,572670053.918063,572670053.9258999,0,0,208509810.0889436,208509810.0889436
370,2020,0,0,21733.6480664587,21733.6480664587,0,0
370,2021,19550000,19550000,45373643.41085262,45373643.41085262,0,0
371,2007,0,0,0,0,0,0
371,2008,0,0,2851698.4488643,2851698.4488643,0,0
371,2015,0,0,38538108.878035046,38538108.878035046,0,0
371,2016,0,0,0,0,0,0
371,2019,0,0,0,0,0,0
371,2021,0,0,1800000,1800000,0,0
372,2001,48841210.8874029,48841210.8874029,18227564.01020762,18227564.01020762,0,0
372,2004,1375904.71718143,1375904.71718143,1081884.75789615,1081884.75789615,0,0
372,2010,0,0,4114960.33893071,4114960.33893071,0,0
372,2012,91581637.5182158,91581637.5182158,11166834.1266466,11166834.1266466,0,0
372,2013,0,0,5503792.69266482,5503792.69266482,0,0
372,2014,215883570.124655,215883570.124655,8983963.6829007,8983963.6829007,0,0
372,2016,0,0,10661784.1026846,10661784.1026846,5904022.54179233,5904022.54179233
372,2018,54492487.3939338,54492487.3939338,0,0,0,0
373,2011,0,0,0,0,0,0
373,2012,35223706.7377753,35223706.7377753,0,0,0,0
373,2015,625691075.5516573,625691075.5516573,0,0,0,0
373,2016,0,0,16649343.567854341,16649343.567854341,0,0
373,2017,49389213.4099188,49389213.4099188,3850536.71435201,3850536.71435201,0,0
373,2019,37451779.2205338,37451779.2205338,3292044.31392806,3292044.31392806,101570240.9484974,101570240.9484974
373,2020,23453577.0501353,23453577.0501353,945844.5633692689,945844.5633692689,0,0
373,2021,152960000,152960000,2700000,2700000,0,0
402,2003,0,0,0,0,0,0
402,2015,918710.8853501113,918710.8853501113,13176303.347813297,13176303.347813297,0,0
402,2018,0,0,25667.2485271341,25667.2485271341,0,0
402,2019,0,0,50792.3155244208,50792.3155244208,0,0
403,2018,0,0,61100414.6268942,61100414.6268942,0,0
403,2019,28237.0388852592,28237.0388852592,31597764.066341095,31597764.066341095,0,0
404,2019,752788.290215633,752788.290215633,7035660.66242192,7035660.66242192,0,0
411,2004,8568033.8548322,8568033.8548322,0,0,0,0
411,2005,10594687.4694323,10594687.4694323,9333919.66056989,9333919.66056989,0,0
411,2006,0,0,34786968.3395947,34786968.3395947,0,0
411,2007,1064236303.3039097,1064236303.3039097,730250.015076312,730250.015076312,0,0
411,2008,174980172.729626,174980172.729626,219361.419143407,219361.419143407,0,0
411,2009,1454339087.1651921,1454339087.1651921,1586694.3016150715,1586694.3016150715,0,0
411,2010,1504827689.69611,1504827689.69611,205748.016946535,205748.016946535,0,0
411,2011,473647757.5775234,473647757.5775234,0,0,0,0
411,2012,591758273.194625,591758273.194625,0,0,0,0
411,2013,229160625.577365,229160625.577365,0,0,209479948.569515,209479948.569515
411,2014,0,0,110709.523140848,110709.523140848,0,0
411,2015,934893327.4994891,934893327.4994891,0,0,0,0
411,2016,342813074.699842,342813074.699842,30741477.49607394,30741477.49607394,0,0
411,2017,742787246.778754,742787246.778754,17175644.72407144,17175644.72407144,0,0
411,2018,0,0,2206900.648814189,2206900.648814189,0,0
411,2019,653436412.4470539,653436412.4470539,464566402.87893033,464566402.87893033,107467886.9338184,107467886.9338184
420,2017,0,0,144024541.65403527,144024541.65403527,0,0
420,2019,0,0,5100767.415779261,5100767.415779261,0,0
420,2020,0,0,327343.85007120407,327343.85007120407,0,0
432,2008,0,0,121228123.17921396,121228123.17921396,0,0
432,2010,0,0,211920457.454931,211920457.454931,0,0
432,2011,2867668.88142809,2867668.88142809,135106360.20891923,135106360.20891923,0,0
432,2013,390095476.879783,390095476.879783,17924808.750145584,17924808.750145584,0,0
432,2015,8978.20455663162,8978.20455663162,15373494.3551634,15373494.3551634,0,0
432,2018,1176731.77744683,1176731.77744683,186863789.000564,186863789.000564,0,0
432,2019,0,0,0,0,0,0
433,2011,187477.338888839,187477.338888839,103629549.66025017,103629549.66025017,0,0
433,2013,156007455.167854,156007455.167854,21270149.67133397,21270149.67133397,0,0
433,2014,3358809.19067672,3358809.19067672,52140202.217766255,52140202.217766255,0,0
433,2015,775188224.663646,775188224.663646,545336447.203646,545336447.203646,0,0
433,2017,5539565.989191663,5539565.989191663,109346356.43882726,109346356.43882726,0,0
433,2019,112356461.226213,112356461.226213,37508023.2918778,37508023.2918778,164844810.631573,164844810.631573
433,2020,6322.34019164592,6322.34019164592,1623313.871641456,1623313.871641456,0,0
433,2021,628785305.3117647,628785305.3117647,14400000,14400000,0,0
434,2000,46502250.108607605,46502250.108607605,0,0,0,0
434,2004,0,0,5141569.25779127,5141569.25779127,0,0
434,2005,148962188.964928,148962188.964928,20924507.75212881,20924507.75212881,0,0
434,2009,0,0,28638555.79467541,28638555.79467541,0,0
434,2011,0,0,15219974.0790751,15219974.0790751,0,0
434,2015,237148050.607728,237148050.607728,88562754.9379914,88562754.9379914,0,0
434,2019,323863426.8110528,323863426.8110528,70710454.755612507,70710454.755612507,0,0
434,2021,840000000,840000000,1800000,1800000,0,0
435,2007,0,0,102558069.824393,102558069.824393,0,0
435,2009,25534.1708206714,25534.1708206714,462147140.84861916,462147140.84861916,0,0
435,2012,0,0,1822341.95224546,1822341.95224546,0,0
435,2013,184433976.2830378,184433976.2830378,71549305.0046426,71549305.0046426,0,0
435,2016,71078560.6845641,71078560.6845641,3599184.3705524793,3599184.3705524793,0,0
435,2018,65913153.0866189,65913153.0866189,49757839.26508863,49757839.26508863,0,0
435,2019,0,0,134231726.38840848,134231726.38840848,0,0
435,2021,15137085.1370851,15137085.1370851,27540000,27540000,0,0
436,2008,1341635611.31516,1341635611.31516,329042.128715111,329042.128715111,0,0
436,2009,213285426.85502,213285426.85502,70136985.30152024,70136985.30152024,0,0
436,2011,373327966.204764,373327966.204764,6598823.539539022,6598823.539539022,0,0
436,2013,43381996.258214,43381996.258214,141890565.85633445,141890565.85633445,0,0
436,2014,4981928.54133819,4981928.54133819,112065962.980503,112065962.980503,0,0
436,2015,10252095.5154686,10252095.5154686,101240084.77790539,101240084.77790539,0,0
436,2017,0,0,1710658.7938952108,1710658.7938952108,0,0
436,2018,82391.4413582736,82391.4413582736,8239144.13582736,8239144.13582736,0,0
436,2019,1168507196.75262,1168507196.75262,0,0,0,0
437,2011,141162301.940258,141162301.940258,21572510.5945264,21572510.5945264,0,0
437,2013,564018276.094917,564018276.094917,4495173.9543873,4495173.9543873,0,0
437,2014,878358285.64718,878358285.64718,183671212.3473508,183671212.3473508,22392061.2711781,22392061.2711781
437,2015,675589568.666751,675589568.666751,237499651.87673992,237499651.87673992,0,0
437,2016,67432541.4183588,67432541.4183588,41215663.791850984,41215663.791850984,0,0
437,2017,0,0,164193061.586723,164193061.586723,0,0
437,2018,246541240.3162002,246541240.3162002,357874502.0476572,357874502.0476572,740382738.9555037,740382738.9555037
437,2019,1013594076.8905586,1013594076.8905586,361794286.9767869,361794286.9767869,15281445.6172414,15281445.6172414
437,2020,478186342.848558,478186342.848558,1519587.2220096595,1519587.2220096595,636629525.456063,636629525.456063
437,2021,0,0,16531200,16531200,69816654.73675,69816654.73675
438,2007,23736875.9782428,23736875.9782428,9562575.87521914,9562575.87521914,0,0
438,2008,0,0,15245859.2194905,15245859.2194905,0,0
438,2012,824234737.663943,824234737.663943,0,0,0,0
438,2013,433899259.7998197,433899259.7998197,0,0,0,0
438,2014,237139798.567698,237139798.567698,9726138.630097564,9726138.630097564,0,0
438,2015,87609924.8579158,87609924.8579158,1803495.8231856632,1803495.8231856632,0,0
438,2017,0,0,22595044.93585652,22595044.93585652,0,0
438,2018,1943378672.618062,1943378672.618062,4943486.48149642,4943486.48149642,277911685.709062,277911685.709062
438,2020,926974711.981541,926974711.981541,551270.74437842,551270.74437842,0,0
438,2021,0,0,9000000,9000000,0,0
439,2019,86907722.7584764,86907722.7584764,20218785.128746737,20218785.128746737,0,0
439,2020,64754265.4748072,64754265.4748072,93652653.30272736,93652653.30272736,0,0
450,2006,8127796.34102681,8127796.34102681,49184207.70426308,49184207.70426308,0,0
450,2008,0,0,27802348.872662876,27802348.872662876,0,0
450,2010,0,0,8832994.426757889,8832994.426757889,0,0
450,2013,564018276.094917,564018276.094917,21263489.00877836,21263489.00877836,0,0
450,2017,0,0,11523.3815702097,11523.3815702097,0,0
451,2004,6832956.3656599,6832956.3656599,0,0,0,0
451,2011,0,0,53368299.6912703,53368299.6912703,0,0
451,2012,1408948269.51101,1408948269.51101,18239162.40685618,18239162.40685618,0,0
451,2013,50761644.8485425,50761644.8485425,48040101.211544715,48040101.211544715,0,0
451,2014,13608326.0168546,13608326.0168546,10300193.775351642,10300193.775351642,0,0
451,2015,0,0,18914832.44968357,18914832.44968357,0,0
451,2016,194832743.879147,194832743.879147,68670893.6312359,68670893.6312359,0,0
451,2017,759390845.4768211,759390845.4768211,1153951.4304407993,1153951.4304407993,0,0
451,2018,0,0,13952045.487567205,13952045.487567205,0,0
451,2019,1123564.61226213,1123564.61226213,148403353.9724809,148403353.9724809,0,0
451,2020,0,0,5975.077962772571,5975.077962772571,0,0
451,2021,2000000000,2000000000,50060458.68020993,50060458.68020993,0,0
452,2000,66647753.18158589,66647753.18158589,26177858.63371181,26177858.63371181,0,0
452,2001,0,0,0,0,0,0
452,2003,31392228.2035834,31392228.2035834,73578433.48395325,73578433.48395325,0,0
452,2006,164587875.905793,164587875.905793,61468220.020264536,61468220.020264536,0,0
452,2007,528095003.517172,528095003.517172,108380489.36740655,108380489.36740655,0,0
452,2008,60773145.4056968,60773145.4056968,476736031.53976154,476736031.53976154,884259834.730449,884259834.730449
452,2009,109237093.3276138,109237093.3276138,11666112.044950224,11666112.044950224,0,0
452,2010,545484715.5917083,545484715.5917083,69636.346789812,69636.346789812,0,0
452,2011,156809723.121012,156809723.121012,69916780.85275865,69916780.85275865,69070070.9841261,69070070.9841261
452,2012,532054090.27409554,532054090.27409554,1056855269.699705,1056855269.699705,0,0
452,2013,139210170.935977,139210170.935977,177057560.40334347,177057560.40334347,0,0
452,2014,188206189.339443,188206189.339443,4384721.015624109,4384721.015624109,0,0
452,2016,833568540.7353615,833568540.7353615,141889.232842264,141889.232842264,0,0
452,2017,571901159.068975,571901159.068975,18817925.78603491,18817925.78603491,0,0
452,2018,837433981.0259908,837433981.0259908,186833707.9084735,186833707.9084735,0,0
452,2019,1019618852.4732292,1019618852.4732292,156485287.95859247,156485287.95859247,0,0
452,2020,678282569.5104527,678282569.5104527,311196569.8794247,311196569.8794247,0,0
452,2021,107142856,107142856,1008445.9459459459,1008445.9459459459,0,0
461,2008,0,0,23563770.48107817,23563770.48107817,0,0
461,2009,250858025.958715,250858025.958715,53777570.86449285,53777570.86449285,0,0
461,2011,57361611.6577571,57361611.6577571,17229451.57699104,17229451.57699104,0,0
461,2012,118285340.90538943,118285340.90538943,152454676.97476718,152454676.97476718,0,0
461,2014,0,0,220078757.88514757,220078757.88514757,0,0
461,2016,55243604.8234753,55243604.8234753,44453968.29378225,44453968.29378225,71682878.231153,71682878.231153
471,2007,0,0,209401568.9041411,209401568.9041411,0,0
471,2009,224069859.00163287,224069859.00163287,95864087.91582955,95864087.91582955,0,0
471,2010,63832148.9285195,63832148.9285195,85796923.06670526,85796923.06670526,2785453.87159248,2785453.87159248
471,2011,520239316.70736,520239316.70736,189203302.77050304,189203302.77050304,0,0
471,2012,764471848.565517,764471848.565517,59490773.51432779,59490773.51432779,0,0
471,2013,786372349.421026,786372349.421026,338208060.9642529,338208060.9642529,0,0
471,2014,427127092.23645,427127092.23645,1791.36490169425,1791.36490169425,0,0
471,2015,2183411792.890313,2183411792.890313,109005458.97349757,109005458.97349757,0,0
471,2016,543750989.236916,543750989.236916,530299456.40582794,530299456.40582794,0,0
471,2017,909966667.33856,909966667.33856,188187503.27846283,188187503.27846283,36834186.4614719,36834186.4614719
471,2018,89641000.08462441,89641000.08462441,175928447.38731685,175928447.38731685,0,0
471,2019,113396087.1576767,113396087.1576767,0,0,0,0
471,2020,0,0,7302607.256659288,7302607.256659288,0,0
475,2002,973815084.833046,973815084.833046,13747001.96102,13747001.96102,0,0
475,2005,49915367.0411254,49915367.0411254,10666201.609851,10666201.609851,0,0
475,2006,447028798.75647396,447028798.75647396,1274368.65640857,1274368.65640857,0,0
